20, 118, 0.000040, 130, 0.000038, 130, 0.000045, 130
20, 145, 0.000044, 117, 0.000049, 117, 0.000055, 117
20, 141, 0.000033, 86, 0.000032, 86, 0.000058, 86
20, 132, 0.000030, 104, 0.000028, 104, 0.000054, 104
20, 141, 0.000042, 113, 0.000043, 113, 0.000071, 113
20, 159, 0.000038, 108, 0.000036, 108, 0.000060, 108
20, 196, 0.000036, 101, 0.000035, 101, 0.000081, 101
20, 151, 0.000030, 124, 0.000028, 124, 0.000063, 124
20, 155, 0.000028, 100, 0.000027, 100, 0.000053, 100
20, 146, 0.000030, 122, 0.000032, 122, 0.000048, 122
21, 150, 0.000043, 117, 0.000046, 117, 0.000058, 117
21, 137, 0.000043, 99, 0.000042, 99, 0.000059, 99
21, 177, 0.000035, 132, 0.000032, 132, 0.000058, 132
21, 125, 0.000039, 104, 0.000044, 104, 0.000052, 104
21, 191, 0.000045, 96, 0.000047, 96, 0.000086, 96
21, 147, 0.000046, 108, 0.000046, 108, 0.000062, 108
21, 104, 0.000038, 103, 0.000039, 103, 0.000043, 103
21, 129, 0.000028, 99, 0.000029, 99, 0.000056, 99
21, 143, 0.000029, 104, 0.000029, 104, 0.000059, 104
21, 156, 0.000042, 125, 0.000043, 125, 0.000066, 125
22, 147, 0.000040, 122, 0.000040, 122, 0.000050, 122
22, 177, 0.000049, 136, 0.000051, 136, 0.000066, 136
22, 177, 0.000052, 107, 0.000050, 107, 0.000072, 107
22, 177, 0.000040, 118, 0.000041, 118, 0.000056, 118
22, 178, 0.000047, 104, 0.000043, 104, 0.000058, 104
22, 109, 0.000039, 100, 0.000045, 100, 0.000035, 100
22, 164, 0.000044, 115, 0.000046, 115, 0.000063, 115
22, 100, 0.000088, 122, 0.000092, 122, 0.000099, 122
22, 119, 0.000179, 103, 0.000204, 103, 0.000042, 103
22, 169, 0.000065, 141, 0.000044, 141, 0.000057, 141
23, 157, 0.000044, 109, 0.000044, 109, 0.000049, 109
23, 129, 0.000046, 142, 0.000049, 142, 0.000048, 142
23, 110, 0.000052, 125, 0.000052, 125, 0.000035, 125
23, 160, 0.000048, 108, 0.000049, 108, 0.000057, 108
23, 192, 0.000051, 142, 0.000054, 142, 0.000066, 142
23, 104, 0.000406, 101, 0.000439, 101, 0.000046, 101
23, 171, 0.000058, 132, 0.000059, 132, 0.000087, 132
23, 151, 0.000043, 136, 0.000044, 136, 0.000068, 136
23, 186, 0.000077, 136, 0.000077, 136, 0.000089, 136
23, 109, 0.000051, 127, 0.000052, 127, 0.000049, 127
24, 104, 0.000116, 83, 0.000129, 83, 0.000052, 83
24, 101, 0.000072, 124, 0.000060, 124, 0.000049, 124
24, 196, 0.000061, 121, 0.000062, 121, 0.000096, 121
24, 188, 0.000056, 124, 0.000055, 124, 0.000088, 124
24, 116, 0.000144, 111, 0.000149, 111, 0.000055, 111
24, 148, 0.000073, 134, 0.000073, 134, 0.000071, 134
24, 123, 0.000042, 139, 0.000043, 139, 0.000051, 139
24, 134, 0.000044, 112, 0.000046, 112, 0.000046, 112
24, 122, 0.000090, 126, 0.000094, 126, 0.000047, 126
24, 164, 0.000052, 130, 0.000055, 130, 0.000064, 130
25, 189, 0.000060, 144, 0.000062, 144, 0.000080, 144
25, 170, 0.000067, 118, 0.000073, 118, 0.000078, 118
25, 177, 0.000066, 147, 0.000066, 147, 0.000073, 147
25, 154, 0.000058, 151, 0.000061, 151, 0.000057, 151
25, 114, 0.000241, 130, 0.000236, 130, 0.000056, 130
25, 132, 0.000079, 129, 0.000079, 129, 0.000065, 129
25, 162, 0.000083, 134, 0.000072, 134, 0.000076, 134
25, 179, 0.000070, 134, 0.000070, 134, 0.000077, 134
25, 178, 0.000067, 141, 0.000067, 141, 0.000085, 141
25, 131, 0.000137, 128, 0.000128, 128, 0.000048, 128
26, 181, 0.000070, 160, 0.000068, 160, 0.000066, 160
26, 172, 0.000074, 164, 0.000076, 164, 0.000071, 164
26, 141, 0.000091, 140, 0.000091, 140, 0.000049, 140
26, 105, 0.001125, 149, 0.001208, 149, 0.000047, 149
26, 112, 0.000073, 147, 0.000072, 147, 0.000042, 147
26, 191, 0.000075, 157, 0.000082, 157, 0.000064, 157
26, 168, 0.000064, 156, 0.000067, 156, 0.000063, 156
26, 114, 0.000182, 133, 0.000185, 133, 0.000041, 133
26, 188, 0.000065, 140, 0.000066, 140, 0.000073, 140
26, 103, 0.000228, 130, 0.000223, 130, 0.000041, 130
27, 119, 0.000315, 153, 0.000323, 153, 0.000053, 153
27, 196, 0.000099, 139, 0.000100, 139, 0.000084, 139
27, 130, 0.000222, 143, 0.000234, 143, 0.000057, 143
27, 114, 0.000585, 124, 0.000595, 124, 0.000047, 124
27, 148, 0.000099, 153, 0.000104, 153, 0.000056, 153
27, 166, 0.000069, 117, 0.000072, 117, 0.000072, 117
27, 106, 0.000367, 130, 0.000389, 130, 0.000042, 130
27, 104, 0.001914, 133, 0.001972, 133, 0.000051, 133
27, 170, 0.000074, 160, 0.000076, 160, 0.000070, 160
27, 114, 0.000245, 149, 0.000253, 149, 0.000052, 149
28, 188, 0.000092, 149, 0.000100, 149, 0.000080, 149
28, 159, 0.000106, 174, 0.000106, 174, 0.000070, 174
28, 163, 0.000091, 172, 0.000111, 172, 0.000071, 172
28, 122, 0.000361, 156, 0.000371, 156, 0.000056, 156
28, 147, 0.000110, 132, 0.000112, 132, 0.000064, 132
28, 119, 0.000239, 153, 0.000249, 153, 0.000053, 153
28, 148, 0.000085, 121, 0.000084, 121, 0.000061, 121
28, 173, 0.000090, 140, 0.000087, 140, 0.000064, 140
28, 172, 0.000100, 157, 0.000102, 157, 0.000067, 157
28, 138, 0.000105, 159, 0.000109, 159, 0.000062, 159
29, 167, 0.000117, 180, 0.000118, 180, 0.000081, 180
29, 125, 0.000302, 161, 0.000314, 161, 0.000064, 161
29, 140, 0.001518, 142, 0.001493, 142, 0.000069, 142
29, 116, 0.005175, 121, 0.005115, 121, 0.000049, 121
29, 138, 0.000077, 154, 0.000077, 154, 0.000060, 154
29, 114, 0.003061, 144, 0.003117, 144, 0.000060, 144
29, 124, 0.001419, 144, 0.001419, 144, 0.000072, 144
29, 200, 0.000114, 163, 0.000119, 163, 0.000129, 163
29, 169, 0.000110, 146, 0.000115, 146, 0.000067, 146
29, 125, 0.001281, 138, 0.001094, 138, 0.000036, 138
30, 103, 0.006716, 120, 0.007698, 120, 0.000047, 120
30, 150, 0.000115, 164, 0.000119, 164, 0.000062, 164
30, 199, 0.000124, 164, 0.000121, 164, 0.000080, 164
30, 123, 0.000564, 145, 0.000564, 145, 0.000058, 145
30, 149, 0.000494, 153, 0.000502, 153, 0.000066, 153
30, 189, 0.000088, 166, 0.000095, 166, 0.000085, 166
30, 199, 0.000107, 197, 0.000110, 197, 0.000096, 197
30, 188, 0.000115, 157, 0.000118, 157, 0.000092, 157
30, 143, 0.000500, 142, 0.000518, 142, 0.000082, 142
30, 169, 0.000125, 175, 0.000127, 175, 0.000077, 175
31, 156, 0.000162, 155, 0.000152, 155, 0.000079, 155
31, 125, 0.000512, 162, 0.000535, 162, 0.000059, 162
31, 111, 0.005709, 151, 0.005775, 151, 0.000056, 151
31, 164, 0.000126, 154, 0.000135, 154, 0.000076, 154
31, 152, 0.000104, 188, 0.000108, 188, 0.000071, 188
31, 102, 0.012194, 154, 0.012738, 154, 0.000068, 154
31, 146, 0.000178, 157, 0.000185, 157, 0.000068, 157
